League,Years,TypeOfLeague,Round,Date,HomeTeam,AwayTeam,HomeScore,AwayScore,HasExtraTime,ALLPossessionBall_possessionHome,ALLPossessionBall_possessionAway,ALLShotsTotal_shotsHome,ALLShotsTotal_shotsAway,ALLShotsShots_on_targetHome,ALLShotsShots_on_targetAway,ALLShotsShots_off_targetHome,ALLShotsShots_off_targetAway,ALLShotsBlocked_shotsHome,ALLShotsBlocked_shotsAway,ALLTVDataCorner_kicksHome,ALLTVDataCorner_kicksAway,ALLTVDataOffsidesHome,ALLTVDataOffsidesAway,ALLTVDataFoulsHome,ALLTVDataFoulsAway,ALLTVDataYellow_cardsHome,ALLTVDataYellow_cardsAway,ALLTVDataRed_cardsHome,ALLTVDataRed_cardsAway,ALLShots_extraBig_chancesHome,ALLShots_extraBig_chancesAway,ALLShots_extraBig_chances_missedHome,ALLShots_extraBig_chances_missedAway,ALLShots_extraHit_woodworkHome,ALLShots_extraHit_woodworkAway,ALLShots_extraCounter_attacksHome,ALLShots_extraCounter_attacksAway,ALLShots_extraCounter_attack_shotsHome,ALLShots_extraCounter_attack_shotsAway,ALLShots_extraCounter_attack_goalsHome,ALLShots_extraCounter_attack_goalsAway,ALLShots_extraShots_inside_boxHome,ALLShots_extraShots_inside_boxAway,ALLShots_extraShots_outside_boxHome,ALLShots_extraShots_outside_boxAway,ALLShots_extraGoalkeeper_savesHome,ALLShots_extraGoalkeeper_savesAway,ALLPassesPassesHome,ALLPassesPassesAway,ALLPassesAccurate_passesHome,ALLPassesAccurate_passesAway,ALLPassesLong_ballsHome,ALLPassesLong_ballsAway,ALLPassesCrossesHome,ALLPassesCrossesAway,ALLDuelsDribblesHome,ALLDuelsDribblesAway,ALLDuelsPossession_lostHome,ALLDuelsPossession_lostAway,ALLDuelsDuels_wonHome,ALLDuelsDuels_wonAway,ALLDuelsAerials_wonHome,ALLDuelsAerials_wonAway,ALLDefendingTacklesHome,ALLDefendingTacklesAway,ALLDefendingInterceptionsHome,ALLDefendingInterceptionsAway,ALLDefendingClearancesHome,ALLDefendingClearancesAway,FirstHalfPossessionBall_possessionHome,FirstHalfPossessionBall_possessionAway,FirstHalfShotsTotal_shotsHome,FirstHalfShotsTotal_shotsAway,FirstHalfShotsShots_on_targetHome,FirstHalfShotsShots_on_targetAway,FirstHalfShotsShots_off_targetHome,FirstHalfShotsShots_off_targetAway,FirstHalfShotsBlocked_shotsHome,FirstHalfShotsBlocked_shotsAway,FirstHalfTVDataCorner_kicksHome,FirstHalfTVDataCorner_kicksAway,FirstHalfTVDataOffsidesHome,FirstHalfTVDataOffsidesAway,FirstHalfTVDataFoulsHome,FirstHalfTVDataFoulsAway,FirstHalfTVDataYellow_cardsHome,FirstHalfTVDataYellow_cardsAway,FirstHalfTVDataRed_cardsHome,FirstHalfTVDataRed_cardsAway,FirstHalfShots_extraBig_chancesHome,FirstHalfShots_extraBig_chancesAway,FirstHalfShots_extraBig_chances_missedHome,FirstHalfShots_extraBig_chances_missedAway,FirstHalfShots_extraHit_woodworkHome,FirstHalfShots_extraHit_woodworkAway,FirstHalfShots_extraCounter_attacksHome,FirstHalfShots_extraCounter_attacksAway,FirstHalfShots_extraCounter_attack_shotsHome,FirstHalfShots_extraCounter_attack_shotsAway,FirstHalfShots_extraCounter_attack_goalsHome,FirstHalfShots_extraCounter_attack_goalsAway,FirstHalfShots_extraShots_inside_boxHome,FirstHalfShots_extraShots_inside_boxAway,FirstHalfShots_extraShots_outside_boxHome,FirstHalfShots_extraShots_outside_boxAway,FirstHalfShots_extraGoalkeeper_savesHome,FirstHalfShots_extraGoalkeeper_savesAway,FirstHalfPassesPassesHome,FirstHalfPassesPassesAway,FirstHalfPassesAccurate_passesHome,FirstHalfPassesAccurate_passesAway,FirstHalfPassesLong_ballsHome,FirstHalfPassesLong_ballsAway,FirstHalfPassesCrossesHome,FirstHalfPassesCrossesAway,FirstHalfDuelsDribblesHome,FirstHalfDuelsDribblesAway,FirstHalfDuelsPossession_lostHome,FirstHalfDuelsPossession_lostAway,FirstHalfDuelsDuels_wonHome,FirstHalfDuelsDuels_wonAway,FirstHalfDuelsAerials_wonHome,FirstHalfDuelsAerials_wonAway,FirstHalfDefendingTacklesHome,FirstHalfDefendingTacklesAway,FirstHalfDefendingInterceptionsHome,FirstHalfDefendingInterceptionsAway,FirstHalfDefendingClearancesHome,FirstHalfDefendingClearancesAway,SecondHalfPossessionBall_possessionHome,SecondHalfPossessionBall_possessionAway,SecondHalfShotsTotal_shotsHome,SecondHalfShotsTotal_shotsAway,SecondHalfShotsShots_on_targetHome,SecondHalfShotsShots_on_targetAway,SecondHalfShotsShots_off_targetHome,SecondHalfShotsShots_off_targetAway,SecondHalfShotsBlocked_shotsHome,SecondHalfShotsBlocked_shotsAway,SecondHalfTVDataCorner_kicksHome,SecondHalfTVDataCorner_kicksAway,SecondHalfTVDataOffsidesHome,SecondHalfTVDataOffsidesAway,SecondHalfTVDataFoulsHome,SecondHalfTVDataFoulsAway,SecondHalfTVDataYellow_cardsHome,SecondHalfTVDataYellow_cardsAway,SecondHalfTVDataRed_cardsHome,SecondHalfTVDataRed_cardsAway,SecondHalfShots_extraBig_chancesHome,SecondHalfShots_extraBig_chancesAway,SecondHalfShots_extraBig_chances_missedHome,SecondHalfShots_extraBig_chances_missedAway,SecondHalfShots_extraHit_woodworkHome,SecondHalfShots_extraHit_woodworkAway,SecondHalfShots_extraCounter_attacksHome,SecondHalfShots_extraCounter_attacksAway,SecondHalfShots_extraCounter_attack_shotsHome,SecondHalfShots_extraCounter_attack_shotsAway,SecondHalfShots_extraCounter_attack_goalsHome,SecondHalfShots_extraCounter_attack_goalsAway,SecondHalfShots_extraShots_inside_boxHome,SecondHalfShots_extraShots_inside_boxAway,SecondHalfShots_extraShots_outside_boxHome,SecondHalfShots_extraShots_outside_boxAway,SecondHalfShots_extraGoalkeeper_savesHome,SecondHalfShots_extraGoalkeeper_savesAway,SecondHalfPassesPassesHome,SecondHalfPassesPassesAway,SecondHalfPassesAccurate_passesHome,SecondHalfPassesAccurate_passesAway,SecondHalfPassesLong_ballsHome,SecondHalfPassesLong_ballsAway,SecondHalfPassesCrossesHome,SecondHalfPassesCrossesAway,SecondHalfDuelsDribblesHome,SecondHalfDuelsDribblesAway,SecondHalfDuelsPossession_lostHome,SecondHalfDuelsPossession_lostAway,SecondHalfDuelsDuels_wonHome,SecondHalfDuelsDuels_wonAway,SecondHalfDuelsAerials_wonHome,SecondHalfDuelsAerials_wonAway,SecondHalfDefendingTacklesHome,SecondHalfDefendingTacklesAway,SecondHalfDefendingInterceptionsHome,SecondHalfDefendingInterceptionsAway,SecondHalfDefendingClearancesHome,SecondHalfDefendingClearancesAway
LaLiga,09/10,LaLiga,24,2010-02-28 18:00:00,Xerez,Espanyol,1,1,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,24,2010-02-28 20:00:00,Sevilla,Athletic,0,0,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,24,2010-02-28 22:00:00,Atl. Madrid,Valencia,4,1,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,25,2010-03-06 19:00:00,Deportivo,Tenerife,3,1,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,25,2010-03-06 21:00:00,Almería,Barcelona,2,2,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,25,2010-03-06 23:00:00,Real Madrid,Sevilla,3,2,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,25,2010-03-07 18:00:00,Espanyol,Villarreal,0,0,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,25,2010-03-07 18:00:00,Málaga,Xerez,2,4,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,25,2010-03-07 18:00:00,Osasuna,Getafe,0,0,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,25,2010-03-07 18:00:00,Mallorca,Sporting,3,0,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,25,2010-03-07 20:00:00,Athletic,Valladolid,2,0,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,25,2010-03-07 22:00:00,Zaragoza,Atl. Madrid,1,1,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,25,2010-03-08 22:00:00,Valencia,Racing,0,0,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,26,2010-03-13 19:00:00,Getafe,Mallorca,3,0,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,26,2010-03-13 21:00:00,Sporting,Athletic,0,0,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,26,2010-03-13 23:00:00,Sevilla,Deportivo,1,1,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,26,2010-03-14 18:00:00,Almería,Málaga,1,0,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,26,2010-03-14 18:00:00,Racing,Zaragoza,0,0,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,26,2010-03-14 18:00:00,Tenerife,Espanyol,4,1,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,26,2010-03-14 18:00:00,Villarreal,Xerez,2,0,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,26,2010-03-14 20:00:00,Barcelona,Valencia,3,0,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LaLiga,09/10,LaLiga,26,2010-03-14 22:00:00,Valladolid,Real Madrid,1,4,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
